ID,Group,Feature_1,Feature_2,Feature_3
ID680,C,2368.619453133791,406.87108886455957,847.5040455777904
ID688,B,2744.730002715989,392.4634709087065,8000.643832331106
ID148,B,2527.974590205641,371.5207122333521,7795.634450900335
ID538,C,2279.581090915742,396.29284296668027,406.1692239528436
ID450,A,2675.383315793921,396.8173500408962,8924.836222541546
ID352,A,1889.4861048796424,408.64282596975266,6533.8712458800655
ID619,C,2637.3805253741243,411.6698908333143,-313.31520971631215
ID385,C,2659.450164439019,399.1372931296728,-538.5170697475685
ID190,B,2464.5314743702997,375.3624931869916,7238.975844769452
ID562,C,1945.2999982491515,386.5241071745051,1090.718682074123
ID555,B,2448.9980425381787,408.8761090278682,7625.669919005031
ID205,B,2781.5989270399564,393.5830606398718,7659.765127187543
ID631,C,2771.860896208568,381.51553728256056,116.73961858108527
ID443,A,2954.699160729264,422.8657466655446,9228.984202600395
ID213,B,2928.4149272343157,389.4172178421939,8191.921377671086
ID778,B,2728.674186084412,410.4789739298345,7398.7049824820815
ID678,B,1900.6014352144598,393.696657542558,6106.922714495273
ID484,B,2518.5502673769033,363.5662438275827,7420.444537137514
ID805,B,1630.2203172080053,411.67379025814535,5496.94438752363
ID360,A,2549.6751429440897,419.5200316840646,8113.347853782403
ID853,C,2484.3689603739663,375.9576992365984,347.90443573851536
ID718,B,2855.8871097788483,375.23767618735917,8691.279551126863
ID642,B,2271.763854006983,399.06481213903487,7132.743666732213
ID345,C,2293.162979570672,399.9042874898012,-48.0968899346539
ID858,A,2419.7332240057212,399.9317919744236,8137.3038929029535
ID673,C,2799.0627231552266,379.9627205744505,133.777390522333
ID449,A,2784.7594363819353,404.55351358797014,8924.141696241613
ID794,B,3056.621391845715,375.04340103948573,8845.767936278577
ID298,A,2123.7448222874714,393.924906462687,6860.77264504412
ID882,A,2920.196745526023,405.4320342906359,9180.075985700665
ID706,B,2599.1314288873227,400.81821198545066,8242.823489791845
ID850,B,2500.016066634379,390.3511043894659,7625.088719791119
ID661,A,2396.9309137363043,399.77751010097546,7628.302915790371
ID346,C,2796.6781093860573,399.62712509059423,-572.5511469096845
ID888,A,2548.0845885001263,393.6786246712596,8142.4442580490595
ID322,C,2200.4173241243834,400.1474997683483,584.3130101042545
ID363,B,2402.4456533959083,394.13162094364196,6949.766065318687
ID118,A,2514.956219531793,420.15410028668674,7821.5578544219825
ID788,B,2457.4554301933954,410.3072633932553,7108.890851059579
ID174,B,2478.0770192265777,399.0725210267866,7642.0717586675155
ID325,A,2808.2959675774273,400.0908288278468,8729.449222202853
ID768,A,2968.205592308957,371.86650896127134,9560.966285820463
ID414,A,2242.8694226043767,394.0723374375385,7073.048676413365
ID349,B,2857.483908937863,393.66143042232056,7919.318962386262
ID422,A,2644.3651682432865,401.21906371805153,7901.773792764148
ID374,C,2895.3789244242093,389.3411611464919,-97.93387040781197
ID596,A,1991.9787753211087,413.2871249069248,6639.493731150913
ID128,C,2747.203373299564,397.3100079709335,637.5428830801749
ID840,A,2335.8283348480054,388.7363679533687,8241.09970624082
ID107,A,2088.8276919577265,410.57459643616465,6943.351443686345
ID755,A,2423.276907400198,413.24755156111655,7818.013288773463
ID415,C,2599.9132752464575,392.592136648142,4.858654890985845
ID110,C,2473.4711217874506,402.9134469446712,460.96585011779
ID641,B,2185.9561559546155,413.81982329880145,7062.2020458923935
ID266,C,3241.8247213856753,422.59219483130653,-601.743030942867
ID460,A,2931.551244381211,413.4734760904859,9187.862536377579
ID292,C,2568.680116372944,392.4972648642605,-30.443743218191123
ID714,C,2839.6446243478604,400.3973630592328,33.83135803166334
ID819,C,2949.0798151472486,390.62497318988983,76.853163227859
ID109,A,2708.1214545468106,392.1949319279322,8829.137589585658
ID224,A,2346.722839229942,422.5764231613112,7306.470576824587
ID507,B,2546.7823610357173,381.92041698824465,7586.122462662756
ID760,A,1807.0719119804412,383.8543652593421,6141.648046749434
ID119,C,2563.7103386310214,397.5264889823661,375.4137893717287
ID447,A,2306.9307087852817,401.04190294621174,7779.100816704574
ID238,C,2772.021146540069,397.5958847684378,283.40257199009443
ID879,C,2670.7907535064655,420.6551531593365,346.2346659340527
ID710,C,2259.265171079375,397.22055459895887,1047.888248206697
ID282,A,2405.241524143836,417.58812953751885,7833.23636071225
ID713,A,2443.502699987025,379.70004171225384,8501.51088165964
ID272,C,2460.1068338416308,384.10741195137336,29.829668765862777
ID466,C,2838.3008703111173,387.7815554101534,-273.1441172505023
ID102,B,2681.629316132524,385.50101750812456,8105.538504104404
ID127,C,2694.5841008146335,386.4349721440631,291.0136068644203
ID474,A,2278.4274988522684,379.61172945562134,7684.983970014023
ID336,B,2584.429180752,408.41790048711954,7756.4826086802605
ID554,B,2229.3314966605562,377.7304285636773,6716.063962249772
ID873,B,2187.5614082927996,418.0531537220476,6961.505965570121
ID153,A,2574.8481199747907,416.48046724853987,7966.30229418091
ID492,B,2561.922897919527,395.55211624893843,7221.836065741963
ID101,C,2438.6604364436475,380.2510113919566,461.46744605712234
ID469,C,2790.053840439712,395.81219367482504,75.98633815346614
ID348,A,2283.9232340937606,405.86887511517534,6979.657346897058
ID552,B,2352.857022581196,393.21821992878114,7590.3535504584315
ID841,B,2441.3065301885704,404.5417360443889,7469.849267442304
ID117,B,2570.7774002338924,407.3910849383875,8036.939317866388
ID814,C,2725.9577178932964,392.3044104345568,643.6922863429805
ID516,C,2916.4136644785044,400.51912605700915,13.415370038023894
ID599,C,3016.9938450548566,385.83399445252417,-233.81646594389403
ID780,A,2457.9132724405204,379.2051037973439,7646.910583611402
ID547,C,2521.6487340656313,402.9361650247504,637.7634526808032
ID762,C,2197.832893587888,415.6867239392714,778.0617060775063
ID152,C,2729.7350953070227,367.0595824083781,-454.0550549534523
ID193,B,2719.6404179284427,386.1302782588735,8297.761349951727
ID309,C,2656.611815065085,421.9303402839845,710.2320495731964
ID361,B,2926.8045192292966,404.75631143154664,8335.440238841715
ID575,A,2670.1506825917154,409.8033407661601,7914.988450596833
ID111,C,2507.645555294527,407.48292337936687,338.26555142370023
ID499,C,2779.425705256862,415.00504917494663,-85.82338987514339
ID463,B,2132.4973532804615,403.2093470197836,7196.5259794564045
ID723,A,2895.6317647123783,380.34823175486196,9385.070466432875
ID393,C,2930.6465437598736,395.31949395563345,275.82125856491916
ID534,A,2993.921457115774,376.4876218110562,8840.734593402645
ID742,B,2790.958509192776,411.9414586230992,8046.752172433243
ID808,A,2158.91832973644,412.30434413815635,6683.424287536529
ID211,A,2508.7192852032344,418.5596704577944,7787.651213401295
ID251,B,2495.2493008063193,401.36844421870757,7189.830889283875
ID276,B,2855.6540234557688,367.80636841835576,8641.44554390891
ID743,A,2410.9438862426978,389.6355397430158,7853.691850431976
ID812,C,3062.8909194701505,386.82500744957576,-336.9964269215766
ID820,C,2016.4103668996033,401.1634882157165,1062.4463601594332
ID412,A,2656.627060021962,387.02603970171594,8429.777495459091
ID798,C,2532.6014239644887,404.21258307479235,408.5846697979883
ID630,B,2472.290897077033,393.1999471311794,6995.483939226024
ID889,B,2579.657266101932,412.05804533556704,7599.028505825028
ID135,C,2347.835832857263,390.9699701284816,832.2117190752989
ID406,C,2266.78591769591,405.5420055758064,430.9424692115274
ID843,B,2522.311100185017,390.8794726523157,7899.6988672606285
ID781,A,2424.3837376989536,413.10900079296886,7785.085301285658
ID441,B,2859.6387404496263,408.6924940980709,8379.920865606564
ID338,A,2520.317157833905,414.6430753153365,8040.736102824065
ID726,A,2066.2620609801183,415.1405976738471,7067.401335693297
ID479,C,2539.5348955207423,377.38665883271136,494.5342940618873
ID761,A,2478.8166999675605,380.35639820376514,8005.274023155578
ID601,A,2465.503907703158,428.06143645217105,7500.1594992591645
ID883,A,2630.407137121804,404.19656738943905,8077.663536085584
ID588,A,2509.765842611818,378.40116512362414,7725.345613064962
ID608,A,2625.955002489791,407.60363057452713,8138.19579885188
ID452,B,2729.5463065466683,399.2357673760038,7782.947908357395
ID158,B,2917.411566805853,396.2331985929731,8197.388209515288
ID731,C,2806.599316305196,372.0611363027713,-33.151782684212606
ID178,A,2805.764148355516,395.51180183422883,8963.74548516908
ID304,C,2229.190854763221,406.08839181977953,615.7958487463354
ID396,A,2486.903974225395,400.38746930646784,7360.685560758562
ID219,A,2400.043729268557,390.59900153335434,7265.137480604087
ID532,C,2312.4206790073254,425.0244532334563,631.262138625765
ID387,B,2463.65445856487,413.41759371307285,7023.67121968148
ID314,C,2447.731564862093,439.5949006323356,788.7493897143713
ID668,A,2477.844771105361,408.01357202224773,8039.7507744373115
ID829,A,2402.2596053086017,418.8227107513227,7474.398048420179
ID765,B,2545.8715725506186,373.87637112049856,7192.866841141727
ID334,A,2547.0409465275256,393.7632268020138,8460.845934019144
ID483,C,3041.182027255866,380.3583350465469,-269.0070609233479
ID311,A,2646.837657752834,403.0644325555182,8632.528746050162
ID464,A,2459.8269150868787,420.52841776337715,7387.875336941366
ID836,A,2808.1980151437792,407.808781666231,8939.032662075837
ID270,C,2481.8009162765957,392.38771862248615,282.78336188382826
ID624,C,2826.3624159893193,394.81498204398963,-52.35395829400292
ID186,A,2315.29173819367,397.24363248547894,7323.968117871649
ID711,C,2495.86115660244,385.5350083368483,824.5177329060053
ID647,B,2436.737887796362,380.3143163385931,7167.330815470415
ID833,C,2004.0262235797995,398.4886034894029,827.0777994874221
ID391,B,2358.0496587656476,398.3406961852261,7342.858121303717
ID681,A,2375.226063341827,403.3280659322278,7880.172196856955
ID168,C,3101.984466394126,370.1987273124416,-272.7841775496222
ID138,C,2573.2681844753906,410.9018856968114,453.0168489126006
ID667,C,2502.9801846788473,401.92754464547505,360.6231460026392
ID686,A,2210.9617082688487,410.6414524651949,7913.382770025601
ID134,C,2581.205660914012,428.82894690694224,39.073825240957284
ID368,C,2635.037130823107,383.3312353293195,223.74592871918836
ID535,B,2985.752792035155,420.57556492413806,8386.009344188215
ID293,A,1947.0199969417906,399.878164381613,6627.468233049104
ID145,A,2545.3007989286043,416.6337203985436,7901.050889340954
ID280,B,2519.9700512651275,397.73248129673465,7621.2905877663725
ID448,B,2964.5056888496892,380.62138985088114,9043.811791655688
ID735,B,2191.0659217145476,421.4115014688761,6597.253478410561
ID705,C,2020.6751086139893,398.6527669550644,785.459501973945
ID699,A,2553.3130727242055,409.6817111423534,7993.260678239293
ID700,B,2313.612129380854,410.88582557352277,7245.557421412442
ID378,A,2329.1658557005962,384.372340426413,7363.4350597474
ID550,B,2824.1058126582097,393.8776475004171,8159.354970040131
ID442,A,3336.9604457193063,389.83766413976844,10757.063296437746
ID373,C,2296.104255485903,391.7215365431661,929.9573881533249
ID524,C,2930.9753922550103,410.7819380596453,597.9584264694065
ID748,C,2247.602760642405,395.3215451872793,478.1282629047767
ID825,B,2733.4941205775676,402.0171760623105,8275.099577537705
ID644,C,2364.0536575896576,372.3010090587268,31.658128922246384
ID690,C,2232.8846563235666,405.548009272107,321.61781400915373
ID664,B,1702.1410525397418,417.0416718867645,5433.799644096318
ID824,A,2511.853290281658,384.89988118886424,7966.337039449636
ID736,A,2137.955200732039,410.9281028060911,6704.342518692015
ID618,C,2995.6296591936184,381.44510136084057,389.5282731742481
ID162,A,2716.0085380465757,388.4626127974617,8734.287045010764
ID243,C,2590.8694887591237,399.304106237825,-161.14765577178076
ID137,C,2836.0667281354054,426.13566828120634,247.98571606696447
ID231,C,1916.9856477624116,373.86388477335703,1195.9623466437745
ID866,B,2676.9506731698234,399.17779662999055,8366.253160043947
ID310,B,2248.931712909168,410.355496847697,6247.750730277932
ID519,A,2392.257328534103,412.0754455483227,7937.867189568383
ID501,B,2406.2964265512496,404.09502441096436,7650.307264939189
ID669,B,2763.3777235699295,414.2897846124082,7958.2322734355375
ID672,A,2586.814599497393,425.39935816906313,7825.885608939341
ID257,B,2380.0641436844066,378.8525031084639,7188.5897000269215
ID578,C,2411.4009985688194,395.06708600980244,772.9281602959909
ID530,B,1896.9267040850636,413.23611907485696,5841.5166776194565
ID371,B,2860.928234984625,406.62742296439006,8559.042443410299
ID195,B,2028.1296120089053,410.6731628601177,6933.541002214551
ID384,C,2529.5156417183985,425.2266184600809,414.1778145424421
ID826,C,2769.0308731776686,409.9657837775107,161.49346118025693
ID330,C,2573.701963811957,413.772739882502,516.09037805234
ID256,A,2521.495289320771,386.5357398050563,8391.99720653277
ID722,B,2954.9286506445915,397.0255776312823,8971.386344552819
ID133,A,2967.0306976762995,397.27438858070576,9415.374147276152
ID164,B,2826.3708624338137,402.4644748232321,8039.661443157524
ID490,C,2477.093964131583,404.61200396360454,-426.3043807465808
ID834,C,2403.4679714341833,408.6589651753643,980.3863238624463
ID179,C,2506.353462354496,420.0022674874333,415.6171016224359
ID881,C,2123.6139974529196,394.9830321459997,821.3631344781583
ID777,B,2353.323559686783,405.38414390608773,7606.24304286597
ID445,C,2060.4450590763736,416.01657295504964,652.2956354893828
ID827,C,3120.3911403260245,419.8915668671468,376.03680564435683
ID126,C,3016.105776332607,421.6496925602499,-10.738949063336857
ID167,A,2088.797778898991,401.5578477266429,6893.254173535653
ID485,B,2308.9038661117343,386.2637429586887,7105.418652722124
ID583,A,2767.833762588816,382.11995366601536,8306.357925863238
ID289,C,2807.972161774521,417.28217531467754,278.4030505841444
ID692,A,2332.2427876258585,418.45285118889825,7477.2424818485815
ID545,C,2731.8062157812537,397.71445898644686,-153.96693506162228
ID209,A,2414.7856699758786,402.7316533839067,8180.718810281932
ID397,C,2171.3618950393097,405.1596362242497,935.5558245689972
ID392,B,2618.9288842087244,430.39377183159013,7723.8305194687255
ID629,C,2307.9303799908307,414.4734158900919,1182.8339652301981
ID594,A,2230.0132900425706,410.13780174776707,7112.62907068656
ID498,A,1983.3437862175701,395.88769692831136,6580.10210186928
ID600,A,2714.2350093973387,391.5272522904901,8786.711747218827
ID245,C,2156.3617181338454,389.75916325470075,1003.5160997961851
ID379,C,2343.0720185661085,403.9186333698152,634.6016440655933
ID526,A,2533.799245435977,409.6470801278585,7731.11249144197
ID652,C,2659.0647121428397,395.52691203165733,629.7244313739656
ID307,B,2551.2838067609173,385.49154361236265,7170.874575881891
ID626,B,2836.821798976335,404.2596629210476,8314.83678799458
ID654,C,2441.201090607443,392.4912019116326,794.6285845533457
ID413,A,2343.723658710069,400.85297495080334,7272.370451052186
ID147,C,2567.7746460740354,393.87336865426056,-217.31551153932242
ID795,B,2368.9274820643955,414.27505262658593,7696.927910123636
ID771,C,2279.963313957178,407.3182083835669,611.1698546374147
ID356,B,2040.926474740154,409.20587159887305,6141.442040173274
ID838,C,2887.4760457780712,372.3497489238643,475.3225125975223
ID802,B,1920.4128510171877,409.57059513470927,6190.3429842484275
ID343,C,2599.6875959374743,409.04988433016973,217.23729182876576
ID563,C,2561.9336524566147,416.6430055774737,597.7259645958491
ID277,A,2153.6402289803154,369.28573696012006,6490.672009244511
ID274,B,2662.283761963727,411.60513462021333,7814.2144536781625
ID696,A,2565.7336316345854,384.8155376060397,8219.46088211805
ID741,C,2915.064961748562,390.61528971217984,119.59423901918743
ID809,B,2638.7792741573976,410.7673297372641,8129.207755880538
ID674,A,2331.9322380662743,380.73114400844736,7634.165689520474
ID440,A,2228.1557738102133,409.71445610421335,6812.424336250488
ID774,B,2535.9136107479626,405.62775090703457,7209.1855705585085
ID712,B,2655.5515609685895,398.6814161708938,7808.572759625731
ID670,A,2364.421882464387,407.46062189898873,7639.933448508129
ID623,B,3003.620723331043,387.1405911738953,8522.275884253619
ID539,B,2175.123770694082,401.77533081892403,6551.665130610318
ID273,B,2788.9709978069836,403.614853996071,8341.21890473606
ID351,B,2124.822836274375,405.35809021759707,6658.826614119623
ID625,B,2645.654380122148,370.02662768338223,7304.830809335142
ID108,C,2675.606364682721,384.5963403401274,28.072605918121795
ID478,A,2579.9576664511283,398.3240315734697,8485.517296350421
ID615,A,1980.2686592404812,416.58926855598907,6582.49286206425
ID123,C,1870.6248091695898,394.2082677243296,702.4799287571732
ID876,C,2793.56661126641,399.8116005652729,129.5407910710172
ID241,B,2412.7952518102566,386.71787530305545,6941.537295909588
ID698,B,2545.210074558347,418.92775179903595,7815.269883755507
ID419,B,2683.1007275446573,413.91811066484036,8086.536242831372
ID577,A,2774.8001478018655,377.6529199475807,9177.176919061007
ID666,C,2619.187498172098,406.30484121206825,142.83694467624383
ID235,C,2240.2122392142574,403.64253638126615,1163.0730833223968
ID456,B,2159.393281274397,412.8477845797514,6601.557639400649
ID571,A,3013.9467424926515,397.1031302446451,9771.135413505624
ID161,B,2396.9345648950975,390.97802893832,7454.081222756477
ID831,C,2814.8746251347225,397.9539715930421,51.86181174092583
ID380,B,2171.057361965996,430.71413181430245,6985.296391854794
ID763,B,3335.3778166897755,394.2236183246589,9501.899151599908
ID635,B,2436.9316308876446,385.76326423739636,7631.380133164626
ID689,B,2185.492828616662,412.3969946442315,7021.695603042435
ID122,A,2318.272294711387,407.164455413706,7294.527829868128
ID176,C,2833.994761288821,401.73927879205445,58.39207368122803
ID323,A,2625.0585077189735,380.2734987730405,8826.466407996626
ID262,C,2392.022905873383,381.0096815349068,680.9920020490114
ID612,B,1999.262115499879,405.5135172574887,6321.283195217722
ID662,B,2066.8773515460452,407.4840003013914,6678.726808398248
ID327,A,2309.307446852749,416.0532058026046,7662.996682040509
ID329,B,2447.8629571696224,428.98406177963955,7556.0140372859405
ID306,C,2640.2343910811924,420.49392526685557,431.47469542778373
ID320,C,2476.428384645461,389.8530677653386,165.98908841502902
ID728,C,3132.812576877624,394.8002565337688,385.0390222581685
ID430,C,3027.633133462296,393.3281676441722,-304.66842829162863
ID355,B,2333.8645031062215,376.44762543887697,7015.7368024769685
ID405,C,1707.1859719260135,411.56862389315916,1108.8472831225868
ID488,A,1950.5193823896202,401.576816950749,6381.559358117355
ID136,B,2921.007613919142,408.503112621464,8215.770230245007
ID390,A,3027.573724698715,409.12657307991793,9357.559067398248
ID382,B,1999.8448744177867,407.2566168455789,6201.313691965808
ID739,C,2260.0243445419314,397.52394557005556,502.5282122172032
ID189,B,2047.2535273179874,386.32127366722847,6803.698722873887
ID427,A,2805.61909246186,413.79678534015693,8578.447569203028
ID300,C,2750.6882580395536,400.18666376517876,231.06613046904675
ID595,C,2506.576408246046,433.4618212678764,847.6258136303034
ID799,A,2461.723161298342,391.86055446348405,7757.164781589827
ID685,A,2934.864061246044,398.53097364325845,9390.029212359996
ID869,C,2284.8358031109897,424.02472921460725,495.28681125374936
ID752,A,2903.8297388333967,419.9471080478081,9160.989530261266
ID175,B,2345.189353694742,397.63896211353875,6946.815622921874
ID584,B,3126.204465938429,402.9249618134477,9026.87376526215
ID653,C,1765.8872300641135,383.7715960988382,1551.5823488421975
ID286,A,2622.9025893711437,397.66925640583696,8406.66908242716
ID335,A,2329.711433822452,397.7950968901217,7449.915484115157
ID344,A,2347.178233533421,381.23487292340235,7795.603952454975
ID192,A,2727.504194883312,409.3984028112825,8720.234170147027
ID592,A,2819.018543621297,406.83262357536455,8943.113321338213
ID169,B,2048.5002503734295,408.94751605354634,6626.972661352699
ID369,A,2756.7095404853144,414.80362208792576,8440.265499620535
ID159,A,2683.8128198464296,421.72414365750853,8508.606126350705
ID616,A,2498.50044336949,392.2493392163651,8430.993796303283
ID170,C,2302.747188070384,388.9782547860782,898.8605500657619
ID455,C,2949.0996146251064,394.10057939948126,-1.2181185862468116
ID861,B,2331.2935224769326,405.25004327946976,6386.703759034006
ID558,B,3002.1283073797017,362.6971090134129,8498.031522966083
ID702,C,2909.4632771887677,377.71432648800356,328.24209011530326
ID816,C,3267.2967307228964,411.11614767529744,-754.2727978688658
